CODE,PLAYER_ID,AMOUNT,EVENT_DATE,CHAPTER,PARTNER_ID,GAME_NAME,SESSION_ID
11401196,14345194,21.3,2019-02-26 15:46:00,Network free bets,11,Blackjack,14241853
11401197,14345194,21.3,2019-02-26 15:46:00,Network free bets,11,Blackjack,14241853
11401198,14345194,21.3,2019-02-26 15:46:00,Network free bets,11,Blackjack,14241853
11401199,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401200,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401201,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401202,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401203,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401204,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401205,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401206,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401207,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401208,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401209,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401210,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401211,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401212,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401213,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401214,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401215,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401216,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401217,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401218,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401219,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401220,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401222,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401221,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401223,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401224,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401225,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401226,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401227,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401228,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401229,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401230,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401231,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401232,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401233,14345194,21.3,2019-02-26 15:46:00,Bet,11,Blackjack,14241853
11401234,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401235,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401236,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401237,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401238,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401239,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401240,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401241,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401242,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401243,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401244,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401245,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401246,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401247,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401248,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401249,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401250,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401251,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401253,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401252,14345194,21.3,2019-02-26 15:47:00,Bet,11,Blackjack,14241853
11401254,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401255,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401256,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401257,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401258,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401259,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401260,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401261,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401262,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401263,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401264,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401265,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401266,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401267,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401268,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401269,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401270,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401271,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401272,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401273,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401274,14345194,21.3,2019-02-26 15:48:00,Bet,11,Blackjack,14241853
11401275,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401276,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401278,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401277,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401279,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401280,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401281,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401282,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401283,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401284,14345194,21.3,2019-02-26 15:51:00,Bet,11,Blackjack,14241853
11401285,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401286,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401287,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401288,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401289,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401291,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401290,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401292,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401293,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401294,14345194,21.3,2019-02-26 15:52:00,Bet,11,Blackjack,14241853
11401295,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401296,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401297,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401298,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401299,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401300,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401301,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401302,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401303,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401304,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401305,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401306,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401307,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401308,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401309,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401310,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401311,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401312,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401313,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401314,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401315,14345194,21.3,2019-02-26 15:53:00,Bet,11,Blackjack,14241853
11401316,14345194,21.3,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401317,14345194,21.3,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401318,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401319,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401320,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401321,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401322,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401323,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401324,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401325,14345194,6.5,2019-02-26 15:54:00,Bet,11,Blackjack,14241853
11401326,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401327,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401328,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401329,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401331,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401330,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401332,14345194,6.5,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401333,14345196,10,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401334,14345196,10,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401335,14345196,10,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401336,14345196,10,2019-02-26 15:55:00,Bet,11,Blackjack,14241853
11401339,14345196,10,2019-02-26 15:55:00,End session,11,Blackjack,14241853
11401338,14345196,1,2019-02-26 15:55:00,Loyalty,11,Blackjack,14241853
11401337,14345196,10,2019-02-26 15:55:00,Win,11,Blackjack,14241853
11401340,14345194,6.5,2019-02-26 15:56:00,Bet,11,Blackjack,14241853
11401341,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401343,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401342,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401345,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401346,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401344,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401347,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401349,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401348,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401352,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401351,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401350,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401355,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401354,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401353,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401358,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401356,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401357,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401359,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401360,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401361,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401363,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401362,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401364,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401367,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401366,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401365,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401370,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401369,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401368,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401371,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401372,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401373,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401375,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401374,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401376,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401377,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401378,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401379,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401382,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401381,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401380,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401385,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401384,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401383,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401387,14345194,0.65,2019-02-26 15:56:00,Loyalty,11,Blackjack,14241853
11401386,14345194,6.5,2019-02-26 15:56:00,Win,11,Blackjack,14241853
11401388,14345194,6.5,2019-02-26 15:56:00,End session,11,Blackjack,14241853
11401389,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401391,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401390,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401394,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401393,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401392,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401396,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401397,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401395,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401398,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401400,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401399,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401403,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401402,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401401,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401404,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401406,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401405,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401409,14345194,10,2019-02-26 15:57:00,End session,11,Blackjack,14241853
11401408,14345194,1,2019-02-26 15:57:00,Loyalty,11,Blackjack,14241853
11401407,14345194,10,2019-02-26 15:57:00,Win,11,Blackjack,14241853
11401412,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401411,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401410,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401415,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401414,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401413,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401417,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401418,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401416,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401419,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401420,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401421,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401423,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401424,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401422,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401425,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
11401427,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401426,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401428,14345196,10,2019-02-26 15:58:00,Bet,11,Blackjack,14241853
11401430,14345194,0.99,2019-02-26 15:58:00,Loyalty,11,Blackjack,14241853
11401431,14345194,9.9,2019-02-26 15:58:00,End session,11,Blackjack,14241853
11401429,14345194,9.9,2019-02-26 15:58:00,Win,11,Blackjack,14241853
